회차,시간,인물,대사
23,15~20,두한,"허허, 아 그런 거 아니야... 그냥 아는 사람일 뿐이야. 악...*"
23,15~20,정진영,왜 그래? 어디가 안 좋은 거야?*
23,15~20,두한,"어, 아니야... 별일 아니야... 자 들자... 듭시다!*"
23,15~20,두한,"예, 이렇게 좋은 자리 마련해 주셔서 고맙습니다."
23,15~20,두한,"하하, 고맙습니다. 그럼 들어들 가십쇼."
23,20~25,두한,예.
23,20~25,두한,"아, 이게 어떻게 된 거야, 개코?*"
23,20~25,두한,"그래, 오랜만이구나. 그 밤도 늦었는데 돌아들 가라."
23,20~25,두한,"아, 무슨 소리야?"
23,20~25,두한,그럴 거 없어. 어서 보내.
23,20~25,정진영,"그렇게 해, 두한아..."
23,25~30,정진영,두한인 잘 할 겁니다. 전 그렇게 믿습니다. 
23,25~30,두한,개코는 몰라도 진영이는 안됩니다. 진영인 따로 길이 있습니다.
23,25~30,정진영,"미안하다, 두한아..."
23,25~30,두한,"흐, 무슨 소리야? 내가 널 이 일에 끌어들여서 얼마나 미안했는데... 넌 공부만 열심히 하면 돼."
23,25~30,두한,"흐흐, 아 그렇게 주먹패가 되고 싶어?"
23,30~35,두한,하아... 흠...
23,40~45,두한,하아...
23,40~45,두한,독립군 사령관입니다...*
23,40~45,두한,"예, 아버님...*"
23,40~45,정진영,잠이 오지 않는 모양이구나?* 으음! 두한이 너도 그럴 때가 있구나. 어으!
23,40~45,정진영,"음... 어어, 그 시계 기억난다. 아버지께서 주신 거라고 했었지? 흠, 옛날에 넌 그 시계를 빼앗기지 않으려고 왕초의 그 모진 뭇매를 견뎌냈었지... 흐! 나라면 아마 그냥 내주고 말았을 거야."
23,40~45,정진영,"그리고 넌 그 못된 거지 왕초를 쓰러뜨렸지. 그래, 그랬었어. 난 바로 어제 일처럼 기억이 생생해.*"
23,40~45,정진영,그때부터 넌 나의 우상이었어. 두려워서 차마 한 번도 대들어보지 못한 무지막지한 상대를 끝까지 물고 늘어지는 너의 모습에 나도 용기를 얻었었거든.*
23,40~45,정진영,"하, 니가 아니었으면 난 지금까지 버티지도 못했을 거야. 왕초한테 맞아 죽었거나... 흐, 아님... 굶어 죽었을 거야...*"
23,40~45,정진영,"두한아, 넌 할 수 있어. 아무도 널 이기지 못 해. 청산리에서 일본 놈들을 물리친 장군님의 뜨거운 피가 니 몸에도 흐르고 있어. 그걸 잊어선 안 돼. 절대로 잊어선 안 돼, 두한아...*"
23,45~50,두한,"아! 아... 흠, 허으... 흠, 휴…"
23,50~55,두한,이미 그럴 수가 없게 되었소... 많은 사람들과 한 약속입니다. 죽더라도 거기 가서 죽어야 합니다.*
23,50~55,두한,"후, 고맙소...*"
24,5~10,두한,"아, 아아, 아버지... 아, 아버지!*"
24,10~15,두한,"아닙니다. 전 별로 생각이 없습니다. 제 걱정 마시고 드십쇼, 형님.*"
24,10~15,두한,"흐... 전 괜찮습니다. 쓰으, 그보다 구마적 형님은 이제 어떻게 되시는 겁니까?*"
24,10~15,두한,좀 피곤하군요... 쉬고 싶습니다.*
24,10~15,두한,"아이, 그러실 것 없습니다.* "
24,10~15,두한,악!*
24,10~15,두한,"하아, 아닙니다. 걸을 수 있습니다..."
24,25~30,두한,응...*
24,25~30,두한,"어, 괜찮아. 아 근데 누가 왔다 갔어?"
24,25~30,두한,뭐야 이게? 
24,25~30,두한,놔 둬. 야 이거 너희들이나 갖다 먹어라.
24,25~30,두한,"아 근데, 영태 형님은 어디 가셨어?"
24,25~30,두한,아 어딜?
24,25~30,두한,그래?
24,30~35,두한,예...*
24,30~35,두한,밤새 안녕하셨습니까?
24,30~35,두한,하하... 아저씨께서 주신 생간을 먹어서 그런지 아무렇지도 않습니다.
24,30~35,두한,하하... 감사합니다.
24,30~35,두한,저희가 자주 들르겠습니다.
24,30~35,두한,예.*
24,30~35,두한,형님!*
24,30~35,두한,이 아침부터 어딜 다녀오시는 겁니까?*
24,30~35,두한,"쩝, 그랬군요... 어쨌든 잘 하셨습니다. 구마적 형님이 그렇게 빨리 떠나리라곤 짐작도 못했습니다."
24,35~40,두한,쓰으... 야시장도 오늘이 마지막인가요?
24,35~40,두한,꼭 그렇게까지 할 필요가 있겠습니까?
24,35~40,두한,협상할 생각은 조금도 없습니다. 혼마찌패가 종로에 발을 들여놓는다는 건 절대로 있을 수 없는 일입니다. 종로에 있다는 그 술집도 곧 쫓아낼 겁니다.
24,35~40,두한,예... 일단 애들을 통해 경고장을 보내십쇼. 그들 스스로 종로에서 손을 떼도록 말입니다.
24,40~45,두한,반갑다. 나 김두한이다. 여러분과 이렇게 한자리에 모이게 된 것을 진심으로 기쁘게 생각한다.*
24,40~45,두한,"어제 우리는 서로 등을 돌리고 싸웠지만, 이제부터는 한 식구가 된 것이다. 이제까지의 모든 원한은 잊어버려라. 그리고 새롭게 출발해보자. 잘해 보자. 정말 잘해보자.*"
24,50~55,두한,아직 이르지 않습니까?
24,50~55,두한,"예, 준비하겠습니다."
24,50~55,두한,가시죠.
24,55~60,두한,그렇다면 더욱이 그냥 놔둘 수가 없습니다. 이 종로가 혼마찌처럼 일본인들 소굴이 되는 것만큼은 내 목숨을 걸고 지킬 겁니다.
24,55~60,두한,하... 그럼 형님께서 각 오야붕에게 애들을 보내주십쇼.
24,55~60,두한,손님이라니?
24,55~60,두한,그렇소. 내가 김두한이오*
24,55~60,두한,당신이 날 보자고 했소?*
24,55~60,두한,당신이... 사쿠라의 사장?*
25,0~5,두한,그렇소. 내가 김두한이오.*
25,0~5,두한,당신이 날 보자고 했소?*
25,0~5,두한,당신이 사쿠라의 사장?*
25,0~5,두한,그렇게 하십쇼.*
25,0~5,두한,만나자고 한 용건이 뭐요?*
25,0~5,두한,아직 얘기 안 끝났어. 부를 때까지 기다려.*
25,0~5,두한,만나자고 했을 땐 이유가 있을 것이오. 난 바쁜 사람이니 어서 용건부터 말하시오.*
25,0~5,두한,용건을 말하라고 했소.*
25,0~5,두한,우리의 경고를 받았을 텐데? 종로를 떠나라는 경고 말이오. 오래 기다리진 않을 거요. 하루빨리 우리 구역에서 나가시오.*
25,0~5,두한,"후훗, 사내들 일에 여자를 끌어들이다니... 내가 하야시 오야붕을 잘못 본 모양이구만. 난 그래도 하야시가 사내라고 생각했는데...*"
25,0~5,두한,형부?*
25,0~5,두한,하야시 오야붕이 당신의 형부란 말이오?*
25,0~5,두한,잘못되었소. 종로 영업장에 관한 얘기는 여자와 나눌 이야기가 아니오.*
25,0~5,두한,사내들끼리 할 얘기가 있고 그렇지 않은 것이 있소. 아무래도 이번 일은 당신과 나눌 이야기가 아닌 것 같소.*
25,5~10,두한,글쎄? 난 그럴 생각이 별로 없는데? 이 여자를 상대로 나와바리 이야기를 하는 것은 이 사회에선 부끄러운 일이오. 내 뜻은 확실하고 분명합니다.*
25,5~10,두한,가서 하야시 오야붕에게 전하시오. 어떤 일이 있어도 종로엔 발을 들여놓을 순 없을 거라고 말이오. 그럼 난 이만 일어나야겠소.*
25,5~10,두한,일본 사람의 세금 따위는 필요 없소.*
25,5~10,두한,"다시 한번 말하지만, 당신 같은 여자가 개입할 일이 아니오. 다시는 이런 일로 부딪치는 일이 없길 바라겠소.*"
25,5~10,두한,가겠소.*
25,5~10,두한,하야시를 형부라고 부르더군요.
25,5~10,두한,어쩐지 여자 치고 굉장히 대담하다 했습니다.
25,5~10,두한,종로를 떠날 수 없다고 하더군요. 그래서 다시 한번 경고를 했습니다.
25,5~10,두한,쓸 데 없는 얘기를 좀 하더군요.
25,5~10,두한,뭐 그냥 그저 그렇고 그런 시시한 얘기 합디다.
25,20~25,두한,형님 생각은 어떻습니까?
25,20~25,두한,"좋습니다, 가시죠."
25,20~25,두한,그래? 
25,20~25,두한,"그래, 알았다. 먼저 종로 회관에 가 계십쇼."
25,20~25,두한,아닙니다. 요 앞입니다. 그럼...
25,25~30,두한,그만들 두지 못해!*
25,25~30,두한,여럿이 한 사람을 때리는 건 비겁한 짓 아닌가?*
25,25~30,두한,어서 집으로 돌아가.*
25,25~30,두한,힘없는 학생들을 희롱해서야 되나? 돌아들 가라. 어서!* 조선인을 괴롭히는 왜놈들은 내 가만두지 않을 거다.
25,25~30,두한,뭘요? 그만들 돌아가 보십시오. 전 이만...
25,25~30,두한,그러실 필요 없습니다.
25,25~30,두한,"헤헤, 됐습니다. 늦었는데 어서들 들어가 보십시오."
25,25~30,두한,"정 그러시면, 우미관에 와서 김두한을 찾으십시오."
25,25~30,두한,그럼 조심히들 가십시오.
25,30~35,두한,"아니, 죄송합니다. 오래 기다리셨죠?*"
25,30~35,두한,"헤헷, 그 예전에 의사 친구란 분께 아저씨 소식은 들었습니다. 신문사가 폐간되었다구요?*"
25,30~35,두한,예. 여전히 글을 쓰시는군요.*
25,30~35,두한,하...*
25,30~35,두한,"뭐, 그냥 제 방식대로 잘 살고 있습니다.*"
25,30~35,두한,"하, 예. 제 결심에는 변함이 없습니다.*"
25,30~35,두한,"예, 알고 있었습니다. "
25,30~35,두한,"하, 예...*"
25,35~40,두한,먼저 인사부터 드리겠습니다. 김두한입니다.
25,35~40,두한,"헤헤, 예!*"
25,40~45,두한,"허허, 그건 걱정하실 필요가 없습니다. 이 하늘이 두 쪽이 나도 하야시 일본패는 종로에 들어오지 못합니다. 이 김두한이가 장담합니다."
25,45~50,두한,"아, 너희들은 어디 있다가 이제 나타나는 거야? 니들 무슨 일 있었어?"
25,45~50,두한,"야, 개코. 너 얼굴이 왜 그래? 그리고 번개. 걷는 게 왜 그 모양이야?"
25,45~50,두한,그래? 그럼 가자.
25,45~50,두한,좀 더 구체적인 형님의 생각을 듣고 싶습니다. 회의에 참석하지 않는 오야붕들에 대한 처벌 말입니다.
25,45~50,두한,"그건 안돼, 개코. 영태 형님 말씀대로 그들도 우리 식구나 마찬가지야. 계속하십시오, 영태 형님."
25,50~55,두한,옳은 말씀입니다.
25,50~55,두한,생각 중입니다.
25,50~55,두한,사쿠라의 사장은 여자야. 나미꼬라고 하던가? 하야시의 처제라고 하더군.
25,50~55,두한,여자와 싸운다는 건 체면이 서지 않아. 그들을 내쫓는다고 해도 웃음거리만 될 뿐이지.
25,50~55,두한,하...
25,55~60,두한,"아! 아, 미안합니다. 아는 사람이야. 괜찮아."
25,55~60,두한,정말 찾아오실 줄은 미처 생각 못 했습니다. 미안합니다.
25,55~60,두한,"아, 아닙니다. 이렇게 와주신 것만으로도 됐습니다."
25,55~60,두한,뭐 그럼 차나 한잔하시죠.
25,55~60,두한,먼저 가 계십쇼.
25,55~60,두한,그랬군요.*
25,55~60,두한,"도움이 되셨다니 저도 기쁩니다. 아 그나저나 이걸 어쩌나, 제 급한 일이 있어서...*"
25,55~60,두한,후훗...*
25,55~60,두한,아 예. 아 저 그럼 일어서나죠.*
25,55~60,두한,아니 됐습니다. 부담 갖지 마십시오.*
25,55~60,두한,예?*
25,55~60,두한,"하하, 아 기회가 되면 그렇게 하도록 하겠습니다.*"
25,60~65,두한,아저씨.
25,60~65,두한,"예, 아저씨.*"
25,60~65,두한,큰 어머님.
25,60~65,두한,"할머님, 저 두한입니다!"
25,60~65,두한,"아휴, 할머님!"
25,60~65,두한,"아, 할머니 접니다. 두한입니다!"
25,60~65,두한,할머님?*
26,0~5,두한,"할머님, 저 두한입니다!"
26,0~5,두한,"아휴, 할머님!"
26,0~5,두한,"아, 할머니 접니다. 두한입니다!"
26,0~5,두한,할머님?*
26,0~5,두한,할머님...*
26,0~5,두한,할머님께서 뭔가 오해를 하시나 봅니다. 그런 게 아니라...*
26,0~5,두한,"죄송합니다, 큰어머니.*"
26,0~5,두한,할머님께서도 언젠간 이해를 하실 겁니다. 지금 이 순간을 모면하기 위해서 거짓으로 용서를 구할 순 없습니다.*
26,0~5,두한,할머님께서 뭔가 잘못 알고 계시나 봅니다. 노여움이 풀리실 때까지 이 자리에서 일어나지 않겠습니다.*
26,5~10,두한,예...
26,5~10,두한,"할머님, 할머님 뜻을 따르지 못해 죄송합니다. 하지만, 저 두한이를 믿어주십시오. 절대 아버님의 이름을 더럽히진 않을 것입니다. 하, 오늘은 이만 가보겠습니다. 안녕히 계십시오.*"
26,10~15,두한,"예, 아저씨."
26,10~15,두한,잘 모르겠습니다.
26,10~15,정진영,"아, 아직 안 주무셨어요?"
26,10~15,정진영,저녁을 든든히 먹어둬서 괜찮아요. 그리고 배가 부르면 머리가 맑지 않거든요.
26,10~15,정진영,"네, 어머니."
26,10~15,정진영,아니에요. 잠시 쉬려던 참이었어요.
26,10~15,정진영,"예, 어머니."
26,10~15,정진영,"예. 물론 시험에 합격하는 게 우선이겠지만, 판검사가 된다면 어쩔 수 없이 원하지 않더라도 일본에 협력하게 될 거예요. 그래서 어려운 사람들을 도울 수 있는 변호사를 생각하게 됐어요.*"
26,10~15,정진영,어머니?*
26,20~25,두한,아직은 시간이 이릅니다. 조금 더 기다려보시죠.
26,20~25,두한,어떻게든 조선 주먹의 힘을 합쳐야 합니다. 그래야 하야시패와 당당히 맞설 수가 있습니다.
26,20~25,두한,그건 쌍칼 형님의 뜻이기도 합니다.
26,25~30,두한,왕발은 지금 마지막 충성심을 보이고 있는 거야. 구마적에 대한 충성심 말이야.
26,25~30,두한,그래야겠죠. 그들이 오지 않는다면 우리가 찾아 나서야겠죠.*
26,25~30,두한,"아, 들어오시질 않구요."
26,25~30,두한,"아, 그런데 저한테 무슨 볼 일이라도?"
26,25~30,두한,아 네...
26,25~30,두한,"아, 아닙니다. 전..."
26,25~30,두한,죄송합니다. 그냥 성의만 받겠습니다. 그러니...
26,25~30,두한,알겠습니다. 어딥니까?
26,25~30,두한,저 잠시 다녀오겠습니다.
26,25~30,두한,"별일 아닙니다, 나중에 말씀드리겠습니다. 가시죠."
26,30~35,두한,"아, 예..."
26,30~35,두한,처음 뵙겠습니다. 김두한이라고 합니다.
26,35~40,두한,"아, 그저 우연히 할 일을 했을 뿐입니다."
26,35~40,두한,예. 잘 마시겠습니다.*
26,35~40,두한,그저 극장 일을 돌보고 있습니다. 그곳에 딸린 식구가 많아서요...
26,35~40,두한,예?
26,35~40,두한,"예, 안동 김 씹니다."
26,35~40,두한,부모님은 돌아가셨습니다. 큰 어머님과 할머님이 계십니다.
26,35~40,두한,두 분 모두 일본 때문에 그렇게 되셨습니다.
26,35~40,두한,예...
26,35~40,두한,저희 아버님은 독립군 장군이셨습니다.
26,35~40,두한,저희 아버님은 좌자 진자 되십니다. 사람들은 백야 김좌진 장군이라고 불러 주시지요.
26,35~40,두한,그렇습니다. 바로 그분이십니다.*
26,35~40,두한,"음, 이 아무래도 제가 올 자리가 아니었던 것 같습니다. 차 잘 마셨습니다."
26,35~40,두한,예. 그럼...
26,40~45,두한,괜찮습니다.
26,40~45,두한,아닙니다. 용서라니요? 그럼 이만 돌아가 보겠습니다...
26,40~45,두한,괜찮습니다. 모두들 든든히 먹어둬.
26,40~45,두한,거 얼마 전에 잠깐 곤란을 당할 때 도와준 적이 있었어. 그것뿐이야.*
26,40~45,두한,"그 얘긴 그만하지. 영태 형님, 그 오늘부터 경성 일대를 좀 돌아봐야 할 것 같습니다.*"
26,40~45,두한,아니야. 우린 몇 명이면 충분해. 식사 끝나는 대로 바로 출발하지. 흠...
26,50~55,두한,"그렇습니다, 작두 형님."
26,50~55,두한,형님께서 오야붕 모임에 참석하지 않으셔서 이렇게 찾아오게 됐습니다. 형님께서 이 세계의 법칙을 잘 알고 계시지 않습니까?
26,50~55,두한,항복을 받으러 왔습니다.
26,50~55,두한,애들을 물려주시겠습니까? 형님하고 단둘이 해결을 보고 싶습니다.
26,55~60,두한,고맙습니다. 형님...
26,55~60,두한,좋습니다. 들어갑니다.*
26,60~65,두한,"일어서시지요, 형님."
26,60~65,두한,작두 형님. 저는 형님을 쫓아내기 위해서 이곳에 온 게 아닙니다. 식구가 되기 위해서 인사를 드리러 온 겁니다. 앞으로도 계속 서대문을 지켜주십시오.
26,60~65,두한,"아, 어서 일어나십시오. 오늘은 제가 한 잔 사겠습니다."
26,60~65,두한,"아, 어서요, 일어나십쇼."
26,60~65,두한,"아, 어서 일어나십시오."
26,60~65,두한,"고맙습니다, 형님.*"
26,60~65,두한,"나, 종로의 김두한이다. 앞으로도 우리 작두 형님을 잘 모셔주기 바란다."
26,60~65,두한,"자, 술들이나 한잔하러 가자. 오늘은 이 김두한이가 산다!*"
