,회차,시간,인물,대사
9408,71,20~25,개코,여보세요? 교환? 어 교환 거시기 저저저 전위대 좀 돌려줘. 응? 조선청년전위대라고? 조선자를 써야 한다고? 아따 알았응께 얼릉 좀 돌려주소 아가씨 언능 응
9409,71,20~25,정진영,여보세요. 
9410,71,20~25,개코,"어. 저..저저...진영이냐? 아따 어째 전화한번 걸기가 힘들까잉? 응, 나여 개코 말이여, 이 다른게 아니라 두한이 얘긴디...아, 두한이 말이여."
9411,71,20~25,신영균,비가 그친건 좋은데 큰일입니다. 큰형님. 벌써 통금시간이 한참 지났습니다. 오늘 중으로 명단에 있는 놈들을 다 찾아가기는 힘들 것 같습니다. 
9412,71,20~25,김영태,우선 현금이 가장 많은 사람들 집부터 해결해야겠네. 그 나머지는 날이 밝으면 사무실이나 공장으로 찾아가도록 하고.
9413,71,20~25,두한,"그래야겠습니다.  관철아, 다음은 계동이다. "
9414,71,20~25,김관철,알겠습니다. 형님. 
9415,71,20~25,김영태,계동이라면....? 
9416,71,20~25,두한,"현잘을 제일많이 갖고 있는, 고리대금업자 공노인 집입니다. "
9417,71,20~25,정진영,그래? 정말이냐? 
9418,71,20~25,개코,아따 그렇다니께..
9419,71,20~25,정진영,정말 두한이가 나를 만날 의사가 있다고 했다 그런 말이야?*
9420,71,25~30,개코,아 그렇지. 나가 왜 진영이 너한테 거짓말을 하겄어? 안 그려? 저번에 너한테 다녀왔을 때도 두한이는 암말도 안했당께.*
9421,71,25~30,개코,인제사 말이지만... 두한이도 진영이 너 땀시 맘 고상이 보통 심한 것이 아니더랑께? 내 말 듣고 있냐? 진영아?*
9422,71,25~30,개코,진영아?*
9423,71,25~30,정진영,좋아. 정 그렇다면 생각해 보겠다. 두한이를 만나보는 일 말이야. 물론 생각은 하고 있었어. 어찌 되었든 간에 한번은 꼭 만날 필요가 있다고 말이야. *
9424,71,25~30,개코,"뭘 생각하고 자시구여! 니가 그쪽 오야붕 아니냐, 두한이는 우리 쪽 오야붕이구.. 질게 생각하덜 말고 후딱 결정하더라고 알것냐? 이쪽은 내가 다 알아서 할테니께... 알겄제?*"
9425,71,25~30,정진영,하...두한이가 마음 고생이 심하다고? 그래... 왜 안 그렇겠어? 내가 그런 것처럼 두한이도 그렇겠지.*
9426,71,25~30,정진영,그럴 거야..그럴 거야.. 하지만 과연 우리가 만나서 옛날처럼 될 수 있을까? 우리가?*
9428,71,25~30,정진영,"아, 아무것도 아니오. "
9430,71,25~30,두한,이승만 박사께서 내려주신 휘호요. 
9433,71,25~30,신영균,"형님, 이거 안 되겠는데요? 도무지 말이 먹히지 않습니다. 그냥 빨리 죽이고 갑시다. "
9435,71,25~30,신영균,죽입시다. 큰형님.  
9440,71,25~30,김영태,"이봐, 두한이. 이거 아무래도 어렵지 않겠나? "
9441,71,25~30,김관철,"큰형님, 아무리 찾아도 없십니다. 어디다 숨겼노?"
9443,71,25~30,두한,"이보시오, 고리대금업이라는 게 뭐요? 없는 사람들 피를 빨아서 얻은 재산이 아니오? 그 돈으로 좋은 데 쓰자는 것입니다."
9445,71,25~30,김관철,마 팍 죽이고 가십시다. 안 되겠습니다. 
9455,71,25~30,조병옥,"아, 아주 난리로구먼. 김두한이 얘긴가?"
9457,71,25~30,조병옥,장청장 안에 계신가? 
9459,71,30~35,조병옥,"허이고. 수고가 많으십니다, 창랑. "
9461,71,30~35,조병옥,꼬박 밤을 새우신 것 같구려. 하하하
9463,71,30~35,조병옥,나도 오다가 보고 들었어요. 지금 김두한이 어디 있습니까? 
9465,71,30~35,조병옥,칠천이요? 허허 이거 참.
9467,71,30~35,조병옥,듣자하니 이승만 박사께서 써주신 휘호를 보여주고 영수증까지 써준다면서요? 
9469,71,30~35,조병옥,격식은 무슨 격식? 이승만 박사께서 강도짓하라고 휘호를 주셨겠소? 당장 잡아들이세요. 
9471,71,30~35,조병옥,아 누구긴 누구겠소? 남의 것을 빼앗았으면 잡아들이는게 당연하지. 당장 구속시키세요. 
9473,71,30~35,조병옥,동의는 누가 했습니까? 어디까지나 법의 테두리 안에서 성금을 모으라고는 했어요. 허나 어디 그럽니까? 당장 잡아들이세요. 
9474,71,30~35,나레이션,그랬다. 김두한의 회고록에는 당시 서른 곳이 넘는 부호들을 상대로 이승만의 친필 휘호를 보여주며 자칭 애국성금을 모은 사건들이 자세히 적혀있다. 
9475,71,30~35,나레이션,그 기록에는 훗날 반민특위 구속 일호였던 박흥식이나 일제시대 때 친일을 일삼던 많은 매판자본가들의 이름이 눈에 띄는 점이 이채롭다. 
9476,71,30~35,나레이션,아무튼 그 사건의 당위성을 떠나 성금이라는 명목으로 헌납 받은 액수는 무려 칠천만원이 넘는 금액이었다. 
9477,71,30~35,나레이션,그 시절에 대지 이백평 정도의 집 한 채의 값이 십만원이라는 것을 감안할 때 실로 엄청난 금액이 아닐 수 없었던 것이다.
9480,71,30~35,신영균,뭘 그렇게 놀래? 수표 처음 봐? 어서 돈으로 바꿔. 
9482,71,30~35,신영균,뭐가 그렇게 복잡하...?  주소하고 이름? 알았어.
9483,71,30~35,신영균,어이 만길이! 
9485,71,30~35,신영균,자네가 한번 써봐.
9487,71,30~35,신영균,어허 자네 잘 쓰잖아 한번 써봐.
9489,71,30~35,신영균,아니 그냥 써보래도 그러네
9490,71,30~35,김영태,왜들 그래...? 이리 줘봐. 내가 쓰지... 
9493,71,30~35,신영균,"자, 전부 다 넣자고.*"
9494,71,30~35,최동열,난세에는 그만큼 영웅은 적고 간악스러운 존재들이 많은 법이야. 내가 역사를 두려워하라고 말하는 것은 바로 그 때문이야. 
9495,71,35~40,최동열,역사는 정직한 것이기 때문에 먼 훗날 반드시 오늘 있었던 일을 기록하고 비판한다는 것이야. 
9496,71,35~40,두한,적어도 나는 내가 한 일에 대해서 부끄럽지 않다. 역사가 뭔지 그 기록이 어떻게 될 것인지는 나난 모른다.*
9497,71,35~40,두한,하지만 적어도 나는 부끄럽지 않아. 절대로.... 나는 지금 애국을 하고 있는 거야.*
9504,71,35~40,이정재,예. 부장님 헌데 오늘 경찰청이 왜 이렇게 시끄럽습니까? 
9506,71,35~40,이정재,예? 뭐가 말입니까? 
9508,71,35~40,이정재,애국헌금이요? 
9510,71,35~40,이정재,허허허. 재미있군요. 
9512,71,35~40,이정재,제가 말입니까?
9516,71,35~40,정진영,그래도 영수증을 써주었고 이승만의 싸인이 있었다고 들었어. 적어도 강제성은 있었지만 합법을 가장했어. 
9518,71,35~40,정진영,그 일은 김천호 동무가 알아서 잘 대처를 해. 
9520,71,35~40,정진영,우리 전위대나 김두한의 별동대나 어렵기는 다 마찬가지지. 그러니까 그런 일까지 생기는 거야. 
9521,71,35~40,정진영,아무래도 두한이를 한번 만나야 되겠어. 
9524,71,35~40,정진영,갑자기가 아니라 아주 오래 전부터 생각했던 일이오. 
9526,71,35~40,정진영,우리는 불필요한 피를 너무 많이 흘리고 있어. 그걸 조정해보자는 거야. 
9529,71,35~40,정진영,그쪽에서 만나고 싶다고 연락이 왔어. 내가 아는 두한이는 적어도 그렇게 비겁한 친구는 아니야. 만나야겠어. 그렇게 들 알아. 
9532,71,35~40,정진영,오래 전부터 생각했다고 하지 않았나? 시간이 없어. 더 미룰 시간이 말이야. 마지막이야. 어차피 한번은 만나야 한다구. 그렇게들 알아.
9534,71,35~40,정진영,일이 어떻게 되든 어차피 한번은 만나야한다고. 한번은..
9536,71,40~45,두한,다들 고생들 많았다. 저 영태형님은 말씀드린 것처럼 우리 본부와 전국의 청년단 지부가 써야할 비용과 그 내용에 대해서 상세하게 적어주십시오. 
9537,71,40~45,김영태,알겠네. 
9538,71,40~45,두한,우리가 사사로이 단 일전도 쓰지 않았다는 것을 분명하게 할 필요가 있습니다. 
9539,71,40~45,김영태,거 물론이지. 
9540,71,40~45,두한,돈 정리해서 매듭을 지으세요.
9541,71,40~45,개코,"아 워매 워매 이게 다 돈 아니여. 흐흐 이게 다 얼마여? 응? 워매, 이건 금덩어리 아니여? "
9542,71,40~45,신영균,개코 인마. 저리비켜. 지금 정리하는 거 안 보여?
9544,71,40~45,개코,"아따, 이 돈이면 신간이 피겄구먼 그려. 신간 피겄어."
9545,71,40~45,신영균,아 새끼 아..
9546,71,40~45,김영태,참아.
9549,71,40~45,개코,아침을 안 묵어서 그렁가? 워째 다리 힘이 요로콤 풀려버린다냐? 
9550,71,40~45,김영태,영균이... 참어. 
9551,71,40~45,개코,아따 아침을 안먹어서 그런가 다리에 힘이 없을까잉.. 아따 이것도 돈이구만 헤헤헤
9552,71,40~45,신영균,아유 내 이걸 그냥 진짜
9555,71,40~45,개코,"어이 영균이, 자넨 워째서 날 못 잡아묵어서 안달인가? 어디 쳐보소. 또 쳐보란 말이여!"
9556,71,40~45,두한,그만들 해! 영균이 자리에 앉아. 왜들 만나기만 하면 이 모냥들이야. 우린 다 같은 식구들이잖아! 
9557,71,40~45,신영균,"죄송합니다, 큰형님. "
9558,71,40~45,두한,개코. 넌 사무실에선 술을 자제하라고 했지. 도대체 왜 이래? 왜 이렇게 정신을 못차리는거야?
9559,71,40~45,개코,어 두한이. 그럴 일이 있어서 한잔했구먼. 그럴 일이 있어서 말이여. 
9560,71,40~45,문영철,그래도 그렇지 인마. 다들 잠을 못 자고 지금까지 일을 했다. 그런데 술을 마셔서야 되겠냐? 
9561,71,40~45,개코,아. 그럴일이 있었당께. 그럴 일이 있었단 말이여..
9562,71,40~45,두한,개코 나 따라와. 
9563,71,40~45,개코,"응.. 알았당께, 알았당께."
9565,71,40~45,신영균,정진영 새끼 때문에 그래. 내가 왜 그런지 다 안다고. 이러다가 무슨 일 저지를것 같아 저 개코자식 말이야.*
9566,71,40~45,두한,개코야. 너 왜그래? 그냥 조용히 지내면 되는 거야. 왜 이렇게 식구들한테 자꾸 눈에 나는 거야? 
9567,71,40~45,개코,아니여 아니여 그것이 아니라 두한아. 실은 나가 기분이 좋아서 한잔 더 묵는 바람에 요로콤 술이 안 깼지 뭐여? 
9568,71,40~45,두한,기분? 무슨 일인데? 
9569,71,40~45,문영철,그건 그렇지가 않아. 넌 지금 우리 식구들의 단결을 깨고 있어. 야 개코. 경고하는데 지금 너는 도를 넘고 있다. 알고 있냐? 
9570,71,40~45,개코,"아니랑께 형님, 아니랑께 그것이.. 두한아, 사실은 말이여. 진영이가... 너를 한번 봤으면 좋겄다고 전화가 와서 말이여. 두한이 너하고 화해하고 잡다고 말이여. "
9572,71,40~45,문영철,"지금 무슨 소리를 하는 거야? 너 또 진영이 얘기냐? 야, 개코. 너 정말 혼나고 싶어!? "
9573,71,40~45,두한,"야 영철아 왜 그래? 그래 말해봐. 그건 언제, 어디서 들었어? "
9574,71,40~45,개코,"응 어젯밤에 내가 전화를... 아니 아니, 받았지."
9575,71,40~45,두한,정말이야? 
9576,71,40~45,개코,응 나가 왜 거짓말을 허겄어. 안 그려? 
9577,71,40~45,문영철,"말도 안 돼. 두한아, 그 자식이 왜 두한이 널 만나자고 하는 거야? 널 죽이려고 총을 쏜 놈이야. 정진영이 그놈 말이야."
9578,71,40~45,개코,"아이, 참말이랑께 참말이여. 만나자겄다고 혔어. 아니면 내 손에 장을 지져. 두한아. 오야붕끼리 만날 수 있다고 혔어. 참말이랑께."
9579,71,40~45,개코,"만나야혀, 두한아. 다시 없는 기회여. 친구끼리 마지막 기회여. 내 부탁좀 들어줘라. 어렵게 만든 자리여. 이 개코가 목숨을 걸고 만든 자리여.*"
9581,71,45~50,김영태,"개코가 너무 심각해. 원래 마음이 약하다고는 하지마는, 저 정도는 아니었는데 말이야."
9582,71,45~50,신영균,큰형님이 고민이 많을 것 같아요. 개인적으론 친구 아닙니까? 하지만 우리 별동대에는 도움이 되질 않아요. 아직도 거지 근성이 그대로 남아있다구요. 
9583,71,45~50,김관철,"고민은 고민입니다. 보통 일은 아니다 아닙니까. 그렇다고 계속 쉬게 할 수도 없는 노릇이고, 여기 본부 일을 맡기기도 좀 그렇다 아닙니까? "
9584,71,45~50,신영균,문제는 마음이 콩밭에 가있다는 거야. 정진영이한테 말이야. 우리 무옥이를 그놈들이 죽였는데도 그걸 몰라. 아무래도 이대로 계속 가진 않을것 같애. 
9586,71,45~50,김영태,아무래도 그 문제도 쉽게는 안 끝날 거야. 돈을 내놓은 자들이 모두 다 한다고 하는 자들이야. 
9587,71,45~50,이정재,하하하하하 방구깨나 낀다는 놈들은 다 들어가 있구만. 모두 다 애국성금을 냈어. 그것 참.*
9589,71,45~50,이정재,"어쩌겠나? 데려오라는데? 흐흐흐흐 이승만 박사만 욕먹게 생겼구만. 애국성금이야? 하하하하 이거 영락없이 이승만 박사가 시킨 거 아냐, 이거? 하하하하*"
9590,71,45~50,눈물,지난밤과 낮 동안 무려 서른 여섯 명의 이 나라 부자들이 강제로 애국성금을 냈다고 한다. 
9591,71,45~50,눈물,애국성금을 거둔 사람은 청년단의 별동대 김두한 대장이라고 한다. 
9592,71,45~50,임화수,뭐? 김두한이? 
9593,71,45~50,눈물,김두한씨와 그 일행들은 가는 곳마다 이승만 박사의 친필 싸인을 들여밀고 애국헌금을 강요했다고 한다. 
9594,71,45~50,눈물,그러나 영수증을 첨부하고 본인들이 의의를 제기하지 않겠다는 조건을 승낙한 것으로 되어있어 경찰의 반응이 주목된다. 
9596,71,45~50,눈물,서른 여섯명에게서 나온 성금은 무려 일억원을 육박..... 
9597,71,45~50,임화수,"뭐, 일억? 아니 일억을 뺐었단 말이야? "
9598,71,45~50,눈물,예. 그렇다고 합니다. 
9599,71,45~50,임화수,이야 간도 크구만 간도 커 응? 이야 일억! 일억! 야 일억이면 이런 극장 세개는 사겠다. 이야 정말 어머어마하구만... 이야...하하하 일억일억일억일억
9601,71,45~50,임화수,"너 왜 안 읽는거야? 그래서 어떻게 됐다는 거야? 어떻게 됐냐구? 가만가만가만, 너 이 새끼 너 도망갔다 붙잡혀 와서 아직 안 맞았지? 응?"
9602,71,45~50,임화수,"너 왜 토꼈어? 너 찾느라고 얼마나 고생했는 줄 알아? 애들이 얼마나 고생했는줄 아냐구, 알아? 응?*"
9603,71,45~50,눈물,"아이구. 잘못했습니다, 잘못했습니다.죄송합니다. 다시는 안 그럴게요."
9604,71,45~50,임화수,"야 인마. 내가 독종 임화수야, 임화수. 알겠어? 응? 너 한번만 더 도망가다 붙잡히면 그땐 허리 부러질 줄 알아. 알겠냐? "
9605,71,45~50,눈물,"네, 네, "
9606,71,45~50,임화수,뭐하냐. 계속 읽어봐. 
9607,71,45~50,눈물,"따라서 경찰은 일단 신고된 내용을 토대로 진상을 조사하고, 사건을 조사할 방침이라고 한다. "
9608,71,45~50,임화수,"아이고 이런 병신 같은 놈들, 응? 다 먹고 똥 됐는데 조사한다고 뭐 나올게 있어? 아니 그리고, 그렇게 얻은 걸 도로 뱉어낼 것 같애? 이런 병신같은 놈들 이 병신같은놈들 이거 응?"
9611,71,45~50,시라소니,"거 나야 님자, 잘 지냈어? 거 지나는길 에 잠시 들렸디. 거 님자하고 술이나 한잔 같이할려고 말이디."
9612,71,45~50,임화수,어이구. 저 귀신이 저 또 왔네. 
9613,71,50~55,시라소니,거 극장에 손님 좀 많이 드네? 거거 신문마다 난리더구만 기래. 김두한 아우님 사건 말이디. 님자도 봤어? 
9614,71,50~55,임화수,"아, 하하 예, 예. 봤습니다."
9615,71,50~55,시라소니,소주 한병 좀 사오라. 
9616,71,50~55,임화수,야 눈물 뭐하냐 인마 빨리가서 소주한병 사와
